"namelookup","connect","appconnect","pretransfer","redirect","starttransfer","total"
0.000208, 0.000874, 0.000000, 0.000982, 0.000000, 0.001711, 0.001864
0.000182, 0.000843, 0.000000, 0.000933, 0.000000, 0.001692, 0.001810
0.000152, 0.000821, 0.000000, 0.000897, 0.000000, 0.001628, 0.001742
0.000151, 0.000728, 0.000000, 0.000822, 0.000000, 0.001574, 0.001687
0.000149, 0.000807, 0.000000, 0.000896, 0.000000, 0.001652, 0.001768
0.000150, 0.000806, 0.000000, 0.000900, 0.000000, 0.001648, 0.001762
0.000152, 0.000809, 0.000000, 0.000901, 0.000000, 0.001655, 0.001769
0.000150, 0.000776, 0.000000, 0.000867, 0.000000, 0.001618, 0.001730
0.000198, 0.000798, 0.000000, 0.000889, 0.000000, 0.001645, 0.001757
0.000150, 0.000796, 0.000000, 0.000889, 0.000000, 0.001643, 0.001758
0.000149, 0.000863, 0.000000, 0.000956, 0.000000, 0.001741, 0.001857
